,usaf,wban,windir,windspeed,skycond,tempc,dewpoint,tempf,datetime
0,725090,14739,270,57.0,99999,5.6,28.04,42.08,2016-01-01 00:00:00
1,725090,14739,260,51.0,22000,5.0,28.04,41.0,2016-01-01 01:00:00
2,725090,14739,260,62.0,1433,5.0,26.96,41.0,2016-01-01 02:00:00
3,725090,14739,260,46.0,1433,4.4,26.96,39.92,2016-01-01 03:00:00
5,725090,14739,260,57.0,1311,4.4,26.96,39.92,2016-01-01 04:00:00
6,725090,14739,250,62.0,1280,3.9,26.060000000000002,39.02,2016-01-01 05:00:00
9,725090,14739,250,51.0,1219,3.9,26.060000000000002,39.02,2016-01-01 06:00:00
11,725090,14739,260,67.0,1280,3.9,26.060000000000002,39.02,2016-01-01 07:00:00
12,725090,14739,240,31.0,1341,3.3,26.96,37.94,2016-01-01 08:00:00
13,725090,14739,230,41.0,1311,2.8,26.96,37.04,2016-01-01 09:00:00
15,725090,14739,250,41.0,1341,3.3,26.060000000000002,37.94,2016-01-01 10:00:00
16,725090,14739,230,46.0,1311,2.8,26.060000000000002,37.04,2016-01-01 11:00:00
17,725090,14739,240,51.0,1433,2.2,26.060000000000002,35.96,2016-01-01 12:00:00
19,725090,14739,250,41.0,7620,2.2,24.98,35.96,2016-01-01 13:00:00
20,725090,14739,250,57.0,1494,3.3,26.060000000000002,37.94,2016-01-01 14:00:00
21,725090,14739,250,57.0,1433,3.9,24.98,39.02,2016-01-01 15:00:00
23,725090,14739,280,46.0,1311,4.4,24.98,39.92,2016-01-01 16:00:00
24,725090,14739,260,67.0,22000,5.0,24.98,41.0,2016-01-01 17:00:00
25,725090,14739,270,67.0,1311,4.4,24.08,39.92,2016-01-01 18:00:00
27,725090,14739,270,57.0,1311,5.0,23.0,41.0,2016-01-01 19:00:00
28,725090,14739,290,51.0,1402,4.4,23.0,39.92,2016-01-01 20:00:00
29,725090,14739,250,46.0,1676,3.9,23.0,39.02,2016-01-01 21:00:00
31,725090,14739,260,51.0,1463,3.9,23.0,39.02,2016-01-01 22:00:00
32,725090,14739,250,46.0,1829,3.9,24.08,39.02,2016-01-01 23:00:00
33,725090,14739,240,57.0,2286,3.3,24.98,37.94,2016-01-02 00:00:00
35,725090,14739,270,77.0,1981,2.8,24.08,37.04,2016-01-02 01:00:00
36,725090,14739,270,67.0,2286,2.2,24.98,35.96,2016-01-02 02:00:00
37,725090,14739,280,82.0,2591,2.2,21.02,35.96,2016-01-02 03:00:00
39,725090,14739,260,93.0,22000,1.1,19.04,33.98,2016-01-02 04:00:00
40,725090,14739,270,67.0,22000,0.6,17.96,33.08,2016-01-02 05:00:00
42,725090,14739,270,67.0,22000,0.6,17.96,33.08,2016-01-02 06:00:00
44,725090,14739,280,88.0,22000,0.0,17.06,32.0,2016-01-02 07:00:00
45,725090,14739,280,62.0,22000,0.0,17.06,32.0,2016-01-02 08:00:00
46,725090,14739,260,57.0,22000,0.0,17.96,32.0,2016-01-02 09:00:00
48,725090,14739,260,57.0,22000,-0.6,17.96,30.92,2016-01-02 10:00:00
49,725090,14739,250,57.0,22000,0.0,17.96,32.0,2016-01-02 11:00:00
50,725090,14739,250,51.0,22000,0.0,19.04,32.0,2016-01-02 12:00:00
52,725090,14739,240,46.0,1829,0.0,19.939999999999998,32.0,2016-01-02 13:00:00
53,725090,14739,230,62.0,22000,0.6,21.02,33.08,2016-01-02 14:00:00
54,725090,14739,270,57.0,22000,1.7,21.02,35.06,2016-01-02 15:00:00
56,725090,14739,290,67.0,22000,2.8,19.939999999999998,37.04,2016-01-02 16:00:00
57,725090,14739,260,62.0,22000,3.3,19.04,37.94,2016-01-02 17:00:00
58,725090,14739,270,67.0,22000,3.9,17.96,39.02,2016-01-02 18:00:00
60,725090,14739,270,88.0,22000,3.9,17.96,39.02,2016-01-02 19:00:00
61,725090,14739,240,62.0,22000,3.9,17.96,39.02,2016-01-02 20:00:00
62,725090,14739,280,67.0,22000,2.8,17.06,37.04,2016-01-02 21:00:00
64,725090,14739,280,62.0,22000,2.8,17.96,37.04,2016-01-02 22:00:00
65,725090,14739,290,82.0,22000,2.2,17.96,35.96,2016-01-02 23:00:00
66,725090,14739,270,62.0,22000,1.7,17.96,35.06,2016-01-03 00:00:00
68,725090,14739,230,41.0,1311,1.1,19.939999999999998,33.98,2016-01-03 01:00:00
69,725090,14739,240,36.0,1311,1.7,19.939999999999998,35.06,2016-01-03 02:00:00
70,725090,14739,230,46.0,1311,1.1,19.939999999999998,33.98,2016-01-03 03:00:00
72,725090,14739,220,41.0,1341,1.1,21.02,33.98,2016-01-03 04:00:00
73,725090,14739,210,46.0,1311,1.1,19.939999999999998,33.98,2016-01-03 05:00:00
75,725090,14739,240,46.0,1311,1.1,19.939999999999998,33.98,2016-01-03 06:00:00
77,725090,14739,220,46.0,1280,0.6,19.939999999999998,33.08,2016-01-03 07:00:00
78,725090,14739,210,46.0,22000,-0.6,21.02,30.92,2016-01-03 08:00:00
79,725090,14739,220,51.0,4267,0.0,19.939999999999998,32.0,2016-01-03 09:00:00
81,725090,14739,230,51.0,4572,0.0,19.939999999999998,32.0,2016-01-03 10:00:00
82,725090,14739,220,46.0,4572,-0.6,19.939999999999998,30.92,2016-01-03 11:00:00
83,725090,14739,220,57.0,4572,-0.6,19.939999999999998,30.92,2016-01-03 12:00:00
85,725090,14739,230,57.0,22000,-0.6,21.02,30.92,2016-01-03 13:00:00
86,725090,14739,230,72.0,4572,1.1,21.92,33.98,2016-01-03 14:00:00
87,725090,14739,250,67.0,22000,3.3,23.0,37.94,2016-01-03 15:00:00
89,725090,14739,240,57.0,22000,4.4,23.0,39.92,2016-01-03 16:00:00
90,725090,14739,260,57.0,22000,5.6,24.08,42.08,2016-01-03 17:00:00
91,725090,14739,290,72.0,1402,5.6,23.0,42.08,2016-01-03 18:00:00
93,725090,14739,240,62.0,22000,6.1,23.0,42.980000000000004,2016-01-03 19:00:00
94,725090,14739,270,46.0,22000,6.1,21.92,42.980000000000004,2016-01-03 20:00:00
95,725090,14739,250,82.0,22000,5.6,21.92,42.08,2016-01-03 21:00:00
97,725090,14739,260,41.0,22000,4.4,23.0,39.92,2016-01-03 22:00:00
98,725090,14739,280,46.0,22000,4.4,23.0,39.92,2016-01-03 23:00:00
99,725090,14739,250,31.0,22000,3.9,23.0,39.02,2016-01-04 00:00:00
101,725090,14739,220,46.0,22000,2.8,24.08,37.04,2016-01-04 01:00:00
102,725090,14739,220,46.0,22000,1.7,24.08,35.06,2016-01-04 02:00:00
103,725090,14739,250,51.0,22000,2.8,24.08,37.04,2016-01-04 03:00:00
105,725090,14739,270,46.0,22000,2.2,24.08,35.96,2016-01-04 04:00:00
106,725090,14739,280,36.0,22000,1.7,24.08,35.06,2016-01-04 05:00:00
108,725090,14739,280,31.0,22000,1.7,24.98,35.06,2016-01-04 06:00:00
110,725090,14739,300,21.0,22000,1.1,24.08,33.98,2016-01-04 07:00:00
111,725090,14739,330,15.0,22000,0.6,24.08,33.08,2016-01-04 08:00:00
112,725090,14739,330,26.0,22000,0.0,24.08,32.0,2016-01-04 09:00:00
114,725090,14739,330,36.0,22000,-0.6,23.0,30.92,2016-01-04 10:00:00
115,725090,14739,350,72.0,22000,-0.6,19.939999999999998,30.92,2016-01-04 11:00:00
116,725090,14739,340,77.0,1433,-1.1,17.06,30.02,2016-01-04 12:00:00
118,725090,14739,330,62.0,1372,-1.7,15.979999999999997,28.94,2016-01-04 13:00:00
119,725090,14739,320,67.0,1372,-2.2,14.0,28.04,2016-01-04 14:00:00
120,725090,14739,340,62.0,1494,-2.8,10.940000000000001,26.96,2016-01-04 15:00:00
122,725090,14739,340,57.0,1676,-3.9,10.940000000000001,24.98,2016-01-04 16:00:00
123,725090,14739,310,62.0,1524,-3.9,12.920000000000002,24.98,2016-01-04 17:00:00
125,725090,14739,330,51.0,853,-4.0,14.0,24.8,2016-01-04 18:00:00
128,725090,14739,320,57.0,1067,-4.0,14.0,24.8,2016-01-04 19:00:00
130,725090,14739,330,51.0,1189,-4.4,12.920000000000002,24.08,2016-01-04 20:00:00
131,725090,14739,330,62.0,1280,-4.4,10.940000000000001,24.08,2016-01-04 21:00:00
133,725090,14739,340,51.0,2286,-5.0,10.04,23.0,2016-01-04 22:00:00
134,725090,14739,330,82.0,2286,-5.6,8.059999999999999,21.92,2016-01-04 23:00:00
135,725090,14739,330,62.0,22000,-6.7,6.080000000000002,19.939999999999998,2016-01-05 00:00:00
137,725090,14739,330,72.0,22000,-7.2,3.919999999999998,19.04,2016-01-05 01:00:00
138,725090,14739,340,67.0,1676,-8.3,3.0199999999999996,17.06,2016-01-05 02:00:00
139,725090,14739,330,51.0,1676,-8.9,1.9400000000000048,15.979999999999997,2016-01-05 03:00:00
141,725090,14739,340,72.0,22000,-9.4,1.0400000000000027,15.079999999999998,2016-01-05 04:00:00
142,725090,14739,340,72.0,945,-10.0,-0.04000000000000625,14.0,2016-01-05 05:00:00
145,725090,14739,330,67.0,884,-11.1,-0.9400000000000048,12.020000000000003,2016-01-05 06:00:00
148,725090,14739,330,72.0,22000,-11.7,-2.019999999999996,10.940000000000001,2016-01-05 07:00:00
149,725090,14739,320,67.0,22000,-12.8,-4.0,8.96,2016-01-05 08:00:00
150,725090,14739,320,72.0,22000,-12.8,-4.0,8.96,2016-01-05 09:00:00
152,725090,14739,320,51.0,22000,-13.3,-5.079999999999998,8.059999999999999,2016-01-05 10:00:00
153,725090,14739,320,57.0,22000,-13.3,-4.0,8.059999999999999,2016-01-05 11:00:00
154,725090,14739,330,46.0,22000,-13.3,-4.0,8.059999999999999,2016-01-05 12:00:00
156,725090,14739,330,51.0,22000,-12.8,-4.0,8.96,2016-01-05 13:00:00
157,725090,14739,320,51.0,22000,-11.7,-4.0,10.940000000000001,2016-01-05 14:00:00
158,725090,14739,330,46.0,22000,-9.4,-4.0,15.079999999999998,2016-01-05 15:00:00
160,725090,14739,330,51.0,22000,-7.8,-4.0,17.96,2016-01-05 16:00:00
161,725090,14739,330,31.0,22000,-6.7,-5.079999999999998,19.939999999999998,2016-01-05 17:00:00
162,725090,14739,330,36.0,22000,-5.6,-4.0,21.92,2016-01-05 18:00:00
164,725090,14739,310,36.0,22000,-4.4,-5.079999999999998,24.08,2016-01-05 19:00:00
165,725090,14739,310,31.0,22000,-3.9,-5.079999999999998,24.98,2016-01-05 20:00:00
166,725090,14739,290,15.0,22000,-3.9,-5.079999999999998,24.98,2016-01-05 21:00:00
168,725090,14739,230,41.0,22000,-4.4,-2.9200000000000017,24.08,2016-01-05 22:00:00
169,725090,14739,220,41.0,22000,-4.4,-2.9200000000000017,24.08,2016-01-05 23:00:00
170,725090,14739,220,36.0,22000,-4.4,-0.9400000000000048,24.08,2016-01-06 00:00:00
172,725090,14739,250,41.0,22000,-3.9,-0.9400000000000048,24.98,2016-01-06 01:00:00
173,725090,14739,999,26.0,22000,-4.4,1.0400000000000027,24.08,2016-01-06 02:00:00
174,725090,14739,270,36.0,22000,-5.0,1.9400000000000048,23.0,2016-01-06 03:00:00
176,725090,14739,240,31.0,22000,-5.6,1.9400000000000048,21.92,2016-01-06 04:00:00
177,725090,14739,270,41.0,22000,-4.4,3.919999999999998,24.08,2016-01-06 05:00:00
179,725090,14739,240,41.0,22000,-5.6,3.919999999999998,21.92,2016-01-06 06:00:00
181,725090,14739,220,51.0,22000,-5.6,3.0199999999999996,21.92,2016-01-06 07:00:00
182,725090,14739,220,51.0,22000,-6.1,3.0199999999999996,21.02,2016-01-06 08:00:00
183,725090,14739,230,36.0,22000,-5.6,3.919999999999998,21.92,2016-01-06 09:00:00
185,725090,14739,220,41.0,22000,-6.1,3.919999999999998,21.02,2016-01-06 10:00:00
186,725090,14739,270,36.0,22000,-2.8,-0.9400000000000048,26.96,2016-01-06 11:00:00
187,725090,14739,220,41.0,22000,-5.0,1.9400000000000048,23.0,2016-01-06 12:00:00
188,725090,14739,230,46.0,22000,-4.4,3.0199999999999996,24.08,2016-01-06 13:00:00
189,725090,14739,240,31.0,22000,-2.2,3.0199999999999996,28.04,2016-01-06 14:00:00
190,725090,14739,250,41.0,22000,1.1,1.0400000000000027,33.98,2016-01-06 15:00:00
192,725090,14739,230,41.0,22000,3.3,-0.04000000000000625,37.94,2016-01-06 16:00:00
193,725090,14739,230,57.0,22000,5.0,-2.9200000000000017,41.0,2016-01-06 17:00:00
194,725090,14739,240,46.0,22000,6.1,-2.9200000000000017,42.980000000000004,2016-01-06 18:00:00
196,725090,14739,240,57.0,22000,6.7,-5.079999999999998,44.06,2016-01-06 19:00:00
197,725090,14739,220,51.0,22000,6.7,-4.0,44.06,2016-01-06 20:00:00
198,725090,14739,240,51.0,22000,5.6,-4.0,42.08,2016-01-06 21:00:00
200,725090,14739,220,62.0,22000,4.4,-0.04000000000000625,39.92,2016-01-06 22:00:00
201,725090,14739,210,31.0,22000,2.8,5.0,37.04,2016-01-06 23:00:00
202,725090,14739,220,57.0,22000,2.2,3.0199999999999996,35.96,2016-01-07 00:00:00
204,725090,14739,220,46.0,22000,1.1,1.9400000000000048,33.98,2016-01-07 01:00:00
205,725090,14739,220,46.0,22000,0.6,6.080000000000002,33.08,2016-01-07 02:00:00
206,725090,14739,190,31.0,22000,0.0,6.080000000000002,32.0,2016-01-07 03:00:00
208,725090,14739,220,36.0,22000,-0.6,8.96,30.92,2016-01-07 04:00:00
209,725090,14739,220,46.0,22000,-1.1,10.04,30.02,2016-01-07 05:00:00
211,725090,14739,230,51.0,22000,-1.1,10.940000000000001,30.02,2016-01-07 06:00:00
213,725090,14739,230,57.0,22000,-1.1,10.04,30.02,2016-01-07 07:00:00
214,725090,14739,190,26.0,22000,-2.2,10.940000000000001,28.04,2016-01-07 08:00:00
215,725090,14739,210,36.0,22000,-2.8,10.940000000000001,26.96,2016-01-07 09:00:00
217,725090,14739,210,41.0,22000,-2.8,10.04,26.96,2016-01-07 10:00:00
218,725090,14739,210,36.0,22000,-2.8,10.940000000000001,26.96,2016-01-07 11:00:00
219,725090,14739,230,31.0,22000,-2.8,10.04,26.96,2016-01-07 12:00:00
221,725090,14739,300,36.0,22000,-1.7,8.059999999999999,28.94,2016-01-07 13:00:00
222,725090,14739,999,0.0,22000,0.0,10.04,32.0,2016-01-07 14:00:00
223,725090,14739,300,26.0,7620,1.7,8.059999999999999,35.06,2016-01-07 15:00:00
225,725090,14739,320,26.0,7620,3.3,6.080000000000002,37.94,2016-01-07 16:00:00
226,725090,14739,999,0.0,7620,5.6,6.080000000000002,42.08,2016-01-07 17:00:00
227,725090,14739,110,31.0,7620,4.4,15.979999999999997,39.92,2016-01-07 18:00:00
229,725090,14739,90,41.0,7620,4.4,15.979999999999997,39.92,2016-01-07 19:00:00
230,725090,14739,90,31.0,9449,3.3,19.04,37.94,2016-01-07 20:00:00
231,725090,14739,90,15.0,9449,2.8,19.939999999999998,37.04,2016-01-07 21:00:00
233,725090,14739,10,21.0,22000,1.7,15.979999999999997,35.06,2016-01-07 22:00:00
234,725090,14739,350,15.0,22000,2.2,14.0,35.96,2016-01-07 23:00:00
235,725090,14739,350,21.0,22000,1.7,15.979999999999997,35.06,2016-01-08 00:00:00
237,725090,14739,350,26.0,22000,1.1,19.939999999999998,33.98,2016-01-08 01:00:00
238,725090,14739,360,31.0,22000,0.6,23.0,33.08,2016-01-08 02:00:00
239,725090,14739,350,26.0,22000,0.0,23.0,32.0,2016-01-08 03:00:00
241,725090,14739,340,26.0,22000,0.0,24.08,32.0,2016-01-08 04:00:00
242,725090,14739,340,36.0,22000,0.0,24.08,32.0,2016-01-08 05:00:00
244,725090,14739,350,31.0,22000,-0.6,24.98,30.92,2016-01-08 06:00:00
247,725090,14739,350,41.0,792,0.0,26.060000000000002,32.0,2016-01-08 07:00:00
248,725090,14739,350,36.0,22000,0.0,26.6,32.0,2016-01-08 08:00:00
250,725090,14739,360,31.0,22000,-1.1,24.08,30.02,2016-01-08 09:00:00
252,725090,14739,350,41.0,823,-1.0,24.8,30.2,2016-01-08 10:00:00
254,725090,14739,350,36.0,823,-0.6,24.98,30.92,2016-01-08 11:00:00
255,725090,14739,350,36.0,853,-0.6,24.08,30.92,2016-01-08 12:00:00
257,725090,14739,360,46.0,823,-0.6,24.98,30.92,2016-01-08 13:00:00
258,725090,14739,360,31.0,823,1.1,26.96,33.98,2016-01-08 14:00:00
259,725090,14739,360,36.0,762,2.2,28.94,35.96,2016-01-08 15:00:00
261,725090,14739,360,36.0,762,2.2,30.02,35.96,2016-01-08 16:00:00
262,725090,14739,350,36.0,732,2.8,30.92,37.04,2016-01-08 17:00:00
263,725090,14739,20,36.0,671,3.3,33.08,37.94,2016-01-08 18:00:00
265,725090,14739,80,72.0,1067,6.0,33.8,42.8,2016-01-08 19:00:00
267,725090,14739,70,72.0,823,5.0,32.0,41.0,2016-01-08 20:00:00
269,725090,14739,70,67.0,701,4.4,32.0,39.92,2016-01-08 21:00:00
271,725090,14739,80,67.0,732,4.4,32.0,39.92,2016-01-08 22:00:00
272,725090,14739,70,72.0,732,4.4,32.0,39.92,2016-01-08 23:00:00
273,725090,14739,70,62.0,701,4.4,32.0,39.92,2016-01-09 00:00:00
275,725090,14739,80,62.0,732,4.4,32.0,39.92,2016-01-09 01:00:00
276,725090,14739,80,62.0,610,4.4,33.98,39.92,2016-01-09 02:00:00
277,725090,14739,90,72.0,701,4.4,33.08,39.92,2016-01-09 03:00:00
279,725090,14739,90,62.0,701,4.4,33.08,39.92,2016-01-09 04:00:00
280,725090,14739,90,51.0,640,4.4,32.0,39.92,2016-01-09 05:00:00
282,725090,14739,110,46.0,701,4.4,32.0,39.92,2016-01-09 06:00:00
284,725090,14739,90,51.0,640,4.4,33.08,39.92,2016-01-09 07:00:00
285,725090,14739,100,46.0,640,4.4,33.08,39.92,2016-01-09 08:00:00
286,725090,14739,90,51.0,640,4.4,33.08,39.92,2016-01-09 09:00:00
288,725090,14739,90,36.0,640,3.9,33.08,39.02,2016-01-09 10:00:00
289,725090,14739,90,36.0,762,4.4,33.08,39.92,2016-01-09 11:00:00
290,725090,14739,110,36.0,701,4.4,33.98,39.92,2016-01-09 12:00:00
292,725090,14739,80,31.0,732,4.4,33.98,39.92,2016-01-09 13:00:00
293,725090,14739,60,31.0,792,4.4,35.96,39.92,2016-01-09 14:00:00
294,725090,14739,999,0.0,701,5.0,37.94,41.0,2016-01-09 15:00:00
297,725090,14739,350,21.0,457,3.3,35.96,37.94,2016-01-09 16:00:00
299,725090,14739,360,31.0,975,4.0,35.6,39.2,2016-01-09 17:00:00
304,725090,14739,340,15.0,213,3.9,35.96,39.02,2016-01-09 18:00:00
306,725090,14739,10,31.0,183,3.9,35.96,39.02,2016-01-09 19:00:00
307,725090,14739,350,21.0,366,4.0,35.6,39.2,2016-01-09 20:00:00
309,725090,14739,20,41.0,366,3.9,35.96,39.02,2016-01-09 21:00:00
312,725090,14739,10,26.0,213,3.9,37.04,39.02,2016-01-09 22:00:00
313,725090,14739,340,31.0,183,3.9,37.04,39.02,2016-01-09 23:00:00
315,725090,14739,330,15.0,183,4.0,37.4,39.2,2016-01-10 00:00:00
319,725090,14739,999,0.0,610,4.0,37.4,39.2,2016-01-10 01:00:00
322,725090,14739,999,0.0,152,4.4,37.94,39.92,2016-01-10 02:00:00
323,725090,14739,999,0.0,213,3.9,37.04,39.02,2016-01-10 03:00:00
325,725090,14739,340,26.0,914,4.0,37.4,39.2,2016-01-10 04:00:00
328,725090,14739,360,26.0,366,3.3,37.04,37.94,2016-01-10 05:00:00
331,725090,14739,10,15.0,244,3.9,37.94,39.02,2016-01-10 06:00:00
333,725090,14739,80,41.0,213,6.1,41.0,42.980000000000004,2016-01-10 07:00:00
335,725090,14739,80,41.0,122,6.1,42.08,42.980000000000004,2016-01-10 08:00:00
337,725090,14739,80,41.0,457,6.0,42.8,42.8,2016-01-10 09:00:00
340,725090,14739,80,36.0,213,6.0,42.8,42.8,2016-01-10 10:00:00
344,725090,14739,70,57.0,61,6.7,42.980000000000004,44.06,2016-01-10 11:00:00
345,725090,14739,70,51.0,122,6.7,44.06,44.06,2016-01-10 12:00:00
348,725090,14739,90,72.0,122,7.2,44.96,44.96,2016-01-10 13:00:00
349,725090,14739,110,82.0,122,7.2,44.06,44.96,2016-01-10 14:00:00
350,725090,14739,110,93.0,122,8.0,44.6,46.4,2016-01-10 15:00:00
353,725090,14739,110,88.0,122,7.8,46.04,46.04,2016-01-10 16:00:00
354,725090,14739,110,129.0,122,8.9,48.02,48.02,2016-01-10 17:00:00
356,725090,14739,130,124.0,213,10.0,48.92,50.0,2016-01-10 18:00:00
358,725090,14739,170,31.0,274,11.0,51.8,51.8,2016-01-10 19:00:00
363,725090,14739,130,51.0,488,11.0,51.8,51.8,2016-01-10 20:00:00
370,725090,14739,160,77.0,518,12.0,53.6,53.6,2016-01-10 21:00:00
374,725090,14739,150,51.0,274,12.0,53.6,53.6,2016-01-10 22:00:00
376,725090,14739,150,62.0,457,12.0,53.6,53.6,2016-01-10 23:00:00
379,725090,14739,210,93.0,213,14.0,57.2,57.2,2016-01-11 00:00:00
384,725090,14739,210,82.0,22000,13.9,53.06,57.02,2016-01-11 01:00:00
385,725090,14739,210,51.0,22000,12.2,50.0,53.96,2016-01-11 02:00:00
386,725090,14739,230,57.0,3048,12.2,48.02,53.96,2016-01-11 03:00:00
388,725090,14739,230,62.0,22000,11.1,46.04,51.98,2016-01-11 04:00:00
389,725090,14739,240,72.0,22000,10.0,42.980000000000004,50.0,2016-01-11 05:00:00
391,725090,14739,260,98.0,22000,9.4,39.02,48.92,2016-01-11 06:00:00
394,725090,14739,280,118.0,792,5.6,30.02,42.08,2016-01-11 07:00:00
396,725090,14739,290,67.0,1524,3.9,26.96,39.02,2016-01-11 08:00:00
397,725090,14739,270,72.0,1524,3.3,24.98,37.94,2016-01-11 09:00:00
398,725090,14739,290,67.0,22000,2.8,21.92,37.04,2016-01-11 10:00:00
399,725090,14739,270,77.0,22000,1.7,19.04,35.06,2016-01-11 11:00:00
400,725090,14739,280,98.0,22000,0.6,15.979999999999997,33.08,2016-01-11 12:00:00
402,725090,14739,280,103.0,22000,0.0,12.920000000000002,32.0,2016-01-11 13:00:00
403,725090,14739,270,118.0,22000,0.0,12.920000000000002,32.0,2016-01-11 14:00:00
404,725090,14739,270,103.0,22000,0.6,10.940000000000001,33.08,2016-01-11 15:00:00
406,725090,14739,290,88.0,22000,1.1,12.020000000000003,33.98,2016-01-11 16:00:00
407,725090,14739,270,98.0,22000,1.1,10.04,33.98,2016-01-11 17:00:00
408,725090,14739,280,108.0,22000,1.1,5.0,33.98,2016-01-11 18:00:00
410,725090,14739,280,113.0,22000,0.6,3.919999999999998,33.08,2016-01-11 19:00:00
411,725090,14739,270,118.0,22000,0.0,3.919999999999998,32.0,2016-01-11 20:00:00
412,725090,14739,280,77.0,22000,0.0,3.0199999999999996,32.0,2016-01-11 21:00:00
413,725090,14739,300,82.0,22000,-0.6,3.919999999999998,30.92,2016-01-11 22:00:00
414,725090,14739,300,57.0,22000,-1.1,6.080000000000002,30.02,2016-01-11 23:00:00
415,725090,14739,270,93.0,22000,-1.7,6.080000000000002,28.94,2016-01-12 00:00:00
417,725090,14739,280,88.0,22000,-1.7,3.919999999999998,28.94,2016-01-12 01:00:00
418,725090,14739,280,77.0,22000,-2.2,3.919999999999998,28.04,2016-01-12 02:00:00
419,725090,14739,260,57.0,22000,-2.8,3.0199999999999996,26.96,2016-01-12 03:00:00
421,725090,14739,270,51.0,22000,-3.3,1.9400000000000048,26.060000000000002,2016-01-12 04:00:00
422,725090,14739,290,46.0,22000,-3.9,3.0199999999999996,24.98,2016-01-12 05:00:00
424,725090,14739,250,41.0,22000,-3.9,3.919999999999998,24.98,2016-01-12 06:00:00
426,725090,14739,270,57.0,22000,-4.4,3.919999999999998,24.08,2016-01-12 07:00:00
427,725090,14739,280,26.0,22000,-4.4,6.080000000000002,24.08,2016-01-12 08:00:00
428,725090,14739,280,36.0,22000,-4.4,5.0,24.08,2016-01-12 09:00:00
430,725090,14739,270,26.0,22000,-5.0,3.919999999999998,23.0,2016-01-12 10:00:00
431,725090,14739,220,21.0,22000,-5.6,6.979999999999997,21.92,2016-01-12 11:00:00
432,725090,14739,210,15.0,22000,-5.6,6.979999999999997,21.92,2016-01-12 12:00:00
434,725090,14739,180,26.0,22000,-4.4,8.96,24.08,2016-01-12 13:00:00
435,725090,14739,150,26.0,22000,-3.3,8.059999999999999,26.060000000000002,2016-01-12 14:00:00
436,725090,14739,160,46.0,22000,-2.2,6.979999999999997,28.04,2016-01-12 15:00:00
438,725090,14739,170,57.0,22000,-1.1,10.04,30.02,2016-01-12 16:00:00
439,725090,14739,150,46.0,22000,0.0,12.920000000000002,32.0,2016-01-12 17:00:00
440,725090,14739,170,46.0,2743,1.7,17.06,35.06,2016-01-12 18:00:00
442,725090,14739,180,36.0,2743,2.2,17.06,35.96,2016-01-12 19:00:00
443,725090,14739,170,51.0,2286,2.8,21.92,37.04,2016-01-12 20:00:00
444,725090,14739,150,62.0,1250,2.8,24.98,37.04,2016-01-12 21:00:00
446,725090,14739,140,67.0,1036,2.8,26.96,37.04,2016-01-12 22:00:00
447,725090,14739,140,77.0,1981,2.2,26.96,35.96,2016-01-12 23:00:00
448,725090,14739,150,67.0,1219,2.2,28.94,35.96,2016-01-13 00:00:00
451,725090,14739,170,62.0,701,2.0,32.0,35.6,2016-01-13 01:00:00
454,725090,14739,180,36.0,610,1.0,32.0,33.8,2016-01-13 02:00:00
458,725090,14739,220,51.0,396,1.1,32.0,33.98,2016-01-13 03:00:00
460,725090,14739,230,46.0,823,1.0,32.0,33.8,2016-01-13 04:00:00
463,725090,14739,230,46.0,22000,0.6,28.94,33.08,2016-01-13 05:00:00
465,725090,14739,270,57.0,22000,0.6,26.060000000000002,33.08,2016-01-13 06:00:00
467,725090,14739,270,82.0,2743,0.0,26.060000000000002,32.0,2016-01-13 07:00:00
468,725090,14739,290,108.0,1981,-2.8,14.0,26.96,2016-01-13 08:00:00
469,725090,14739,270,98.0,2896,-3.3,14.0,26.060000000000002,2016-01-13 09:00:00
471,725090,14739,270,72.0,22000,-3.3,12.920000000000002,26.060000000000002,2016-01-13 10:00:00
472,725090,14739,250,88.0,22000,-3.9,12.920000000000002,24.98,2016-01-13 11:00:00
473,725090,14739,270,98.0,22000,-3.9,12.920000000000002,24.98,2016-01-13 12:00:00
475,725090,14739,270,82.0,22000,-3.3,10.940000000000001,26.060000000000002,2016-01-13 13:00:00
476,725090,14739,280,124.0,22000,-3.3,8.059999999999999,26.060000000000002,2016-01-13 14:00:00
477,725090,14739,270,93.0,22000,-2.8,6.080000000000002,26.96,2016-01-13 15:00:00
479,725090,14739,280,93.0,22000,-1.7,6.080000000000002,28.94,2016-01-13 16:00:00
480,725090,14739,290,129.0,22000,-1.7,5.0,28.94,2016-01-13 17:00:00
481,725090,14739,290,124.0,22000,-1.7,3.0199999999999996,28.94,2016-01-13 18:00:00
483,725090,14739,290,113.0,22000,-1.7,3.919999999999998,28.94,2016-01-13 19:00:00
484,725090,14739,270,118.0,22000,-2.2,-0.04000000000000625,28.04,2016-01-13 20:00:00
485,725090,14739,290,98.0,22000,-2.2,-0.04000000000000625,28.04,2016-01-13 21:00:00
487,725090,14739,280,82.0,22000,-3.3,3.0199999999999996,26.060000000000002,2016-01-13 22:00:00
488,725090,14739,270,51.0,22000,-3.9,1.9400000000000048,24.98,2016-01-13 23:00:00
489,725090,14739,260,88.0,22000,-4.4,1.9400000000000048,24.08,2016-01-14 00:00:00
491,725090,14739,290,77.0,22000,-4.4,1.0400000000000027,24.08,2016-01-14 01:00:00
492,725090,14739,270,72.0,22000,-5.0,-0.04000000000000625,23.0,2016-01-14 02:00:00
