,usaf,wban,windir,windspeed,skycond,tempc,dewpoint,tempf,datetime
1869,725090,14739,999,0.0,7620,-1.7,28.04,28.94,2017-02-15 12:00:00
1871,725090,14739,110,31.0,7620,-1.0,28.4,30.2,2017-02-15 13:00:00
1873,725090,14739,160,15.0,2438,0.6,32.0,33.08,2017-02-15 14:00:00
1874,725090,14739,130,15.0,1981,1.7,33.08,35.06,2017-02-15 15:00:00
1876,725090,14739,120,36.0,2134,2.2,33.08,35.96,2017-02-15 16:00:00
1877,725090,14739,120,21.0,1402,3.3,35.06,37.94,2017-02-15 17:00:00
1879,725090,14739,140,26.0,457,3.9,35.96,39.02,2017-02-15 18:00:00
1881,725090,14739,170,26.0,518,3.9,35.96,39.02,2017-02-15 19:00:00
1882,725090,14739,170,36.0,518,3.9,35.96,39.02,2017-02-15 20:00:00
1883,725090,14739,150,15.0,366,4.0,37.4,39.2,2017-02-15 21:00:00
1886,725090,14739,60,26.0,305,3.3,37.04,37.94,2017-02-15 22:00:00
1888,725090,14739,140,31.0,427,2.8,37.04,37.04,2017-02-15 23:00:00
1891,725090,14739,80,15.0,975,2.8,35.96,37.04,2017-02-16 00:00:00
1893,725090,14739,999,0.0,1036,3.3,37.04,37.94,2017-02-16 01:00:00
1896,725090,14739,310,26.0,335,3.3,37.04,37.94,2017-02-16 02:00:00
1899,725090,14739,300,62.0,213,2.0,33.8,35.6,2017-02-16 03:00:00
1902,725090,14739,310,51.0,183,1.1,33.08,33.98,2017-02-16 04:00:00
1903,725090,14739,310,72.0,305,0.6,32.0,33.08,2017-02-16 05:00:00
1907,725090,14739,300,77.0,427,0.6,32.0,33.08,2017-02-16 06:00:00
1912,725090,14739,310,77.0,457,0.6,30.92,33.08,2017-02-16 07:00:00
1916,725090,14739,310,62.0,427,0.6,32.0,33.08,2017-02-16 08:00:00
1921,725090,14739,300,77.0,457,0.0,30.2,32.0,2017-02-16 09:00:00
1924,725090,14739,320,46.0,305,0.0,30.92,32.0,2017-02-16 10:00:00
1926,725090,14739,320,67.0,305,0.0,30.02,32.0,2017-02-16 11:00:00
1933,725090,14739,310,51.0,396,-0.6,28.94,30.92,2017-02-16 12:00:00
1938,725090,14739,300,62.0,1676,-1.0,26.6,30.2,2017-02-16 13:00:00
1942,725090,14739,330,67.0,732,-1.0,26.6,30.2,2017-02-16 14:00:00
1945,725090,14739,320,67.0,549,0.0,26.060000000000002,32.0,2017-02-16 15:00:00
1947,725090,14739,310,62.0,1067,1.7,26.060000000000002,35.06,2017-02-16 16:00:00
1949,725090,14739,280,72.0,975,0.6,23.0,33.08,2017-02-16 17:00:00
1950,725090,14739,290,72.0,1006,1.1,23.0,33.98,2017-02-16 18:00:00
1952,725090,14739,310,67.0,1067,0.6,26.060000000000002,33.08,2017-02-16 19:00:00
1953,725090,14739,310,82.0,823,0.0,23.0,32.0,2017-02-16 20:00:00
1955,725090,14739,280,88.0,6706,0.6,21.02,33.08,2017-02-16 21:00:00
1958,725090,14739,290,82.0,6706,1.1,19.939999999999998,33.98,2017-02-16 22:00:00
1959,725090,14739,290,88.0,6706,0.0,17.96,32.0,2017-02-16 23:00:00
1960,725090,14739,290,93.0,6706,-0.6,17.96,30.92,2017-02-17 00:00:00
1962,725090,14739,290,98.0,22000,-1.1,17.06,30.02,2017-02-17 01:00:00
1963,725090,14739,300,88.0,22000,-1.1,17.06,30.02,2017-02-17 02:00:00
1964,725090,14739,300,77.0,22000,-1.7,17.06,28.94,2017-02-17 03:00:00
1966,725090,14739,280,72.0,22000,-2.2,17.06,28.04,2017-02-17 04:00:00
1967,725090,14739,290,62.0,22000,-2.8,15.979999999999997,26.96,2017-02-17 05:00:00
1969,725090,14739,280,67.0,22000,-3.3,14.0,26.060000000000002,2017-02-17 06:00:00
1971,725090,14739,280,62.0,22000,-3.9,12.920000000000002,24.98,2017-02-17 07:00:00
1972,725090,14739,290,57.0,22000,-3.9,12.920000000000002,24.98,2017-02-17 08:00:00
1973,725090,14739,290,67.0,22000,-4.4,12.920000000000002,24.08,2017-02-17 09:00:00
1975,725090,14739,280,72.0,22000,-4.4,12.020000000000003,24.08,2017-02-17 10:00:00
1976,725090,14739,280,51.0,22000,-4.4,12.020000000000003,24.08,2017-02-17 11:00:00
1977,725090,14739,270,46.0,22000,-4.4,12.020000000000003,24.08,2017-02-17 12:00:00
1979,725090,14739,280,57.0,22000,-3.9,12.920000000000002,24.98,2017-02-17 13:00:00
1980,725090,14739,290,82.0,22000,-2.8,12.920000000000002,26.96,2017-02-17 14:00:00
1981,725090,14739,280,62.0,22000,-1.1,14.0,30.02,2017-02-17 15:00:00
1983,725090,14739,280,77.0,22000,0.0,14.0,32.0,2017-02-17 16:00:00
1984,725090,14739,290,88.0,22000,1.1,12.920000000000002,33.98,2017-02-17 17:00:00
1985,725090,14739,270,67.0,22000,2.8,14.0,37.04,2017-02-17 18:00:00
1987,725090,14739,280,51.0,22000,3.9,15.079999999999998,39.02,2017-02-17 19:00:00
1988,725090,14739,290,51.0,22000,4.4,14.0,39.92,2017-02-17 20:00:00
1989,725090,14739,290,77.0,22000,4.4,12.920000000000002,39.92,2017-02-17 21:00:00
1991,725090,14739,300,62.0,22000,3.9,12.920000000000002,39.02,2017-02-17 22:00:00
1992,725090,14739,290,67.0,4572,3.3,10.940000000000001,37.94,2017-02-17 23:00:00
1993,725090,14739,300,72.0,22000,2.2,10.940000000000001,35.96,2017-02-18 00:00:00
1995,725090,14739,280,51.0,22000,2.2,12.020000000000003,35.96,2017-02-18 01:00:00
1996,725090,14739,270,57.0,22000,1.1,12.020000000000003,33.98,2017-02-18 02:00:00
1997,725090,14739,270,46.0,22000,0.6,12.920000000000002,33.08,2017-02-18 03:00:00
1999,725090,14739,260,46.0,22000,0.0,14.0,32.0,2017-02-18 04:00:00
2000,725090,14739,260,62.0,22000,0.0,15.079999999999998,32.0,2017-02-18 05:00:00
2002,725090,14739,270,46.0,22000,0.0,15.079999999999998,32.0,2017-02-18 06:00:00
2004,725090,14739,270,51.0,22000,-0.6,15.079999999999998,30.92,2017-02-18 07:00:00
2005,725090,14739,270,51.0,22000,-1.1,15.979999999999997,30.02,2017-02-18 08:00:00
2006,725090,14739,260,31.0,22000,-1.1,15.979999999999997,30.02,2017-02-18 09:00:00
2008,725090,14739,210,31.0,22000,-1.7,17.06,28.94,2017-02-18 10:00:00
2009,725090,14739,210,41.0,22000,-2.8,17.06,26.96,2017-02-18 11:00:00
2010,725090,14739,230,36.0,22000,-2.8,17.06,26.96,2017-02-18 12:00:00
2012,725090,14739,240,46.0,4267,-0.6,19.04,30.92,2017-02-18 13:00:00
2013,725090,14739,210,36.0,3658,1.1,19.939999999999998,33.98,2017-02-18 14:00:00
2014,725090,14739,220,46.0,22000,2.8,17.96,37.04,2017-02-18 15:00:00
2016,725090,14739,210,72.0,22000,4.4,21.02,39.92,2017-02-18 16:00:00
2017,725090,14739,230,77.0,22000,6.7,21.92,44.06,2017-02-18 17:00:00
2018,725090,14739,200,88.0,7620,7.2,24.98,44.96,2017-02-18 18:00:00
2020,725090,14739,220,82.0,7620,8.3,24.98,46.94,2017-02-18 19:00:00
2021,725090,14739,220,93.0,22000,8.9,26.060000000000002,48.02,2017-02-18 20:00:00
2022,725090,14739,210,67.0,22000,8.9,28.94,48.02,2017-02-18 21:00:00
2024,725090,14739,230,62.0,7315,8.3,28.94,46.94,2017-02-18 22:00:00
2025,725090,14739,220,67.0,7620,7.2,28.94,44.96,2017-02-18 23:00:00
2026,725090,14739,240,82.0,7620,7.8,28.94,46.04,2017-02-19 00:00:00
2028,725090,14739,220,77.0,22000,7.2,30.02,44.96,2017-02-19 01:00:00
2029,725090,14739,220,62.0,22000,6.1,30.92,42.980000000000004,2017-02-19 02:00:00
2030,725090,14739,230,77.0,22000,7.2,32.0,44.96,2017-02-19 03:00:00
2032,725090,14739,230,72.0,22000,8.3,33.08,46.94,2017-02-19 04:00:00
2033,725090,14739,220,67.0,22000,8.3,33.08,46.94,2017-02-19 05:00:00
2035,725090,14739,220,62.0,22000,7.2,33.08,44.96,2017-02-19 06:00:00
2037,725090,14739,230,51.0,22000,9.4,33.08,48.92,2017-02-19 07:00:00
2038,725090,14739,260,57.0,22000,10.6,33.08,51.08,2017-02-19 08:00:00
2039,725090,14739,200,46.0,22000,4.4,32.0,39.92,2017-02-19 09:00:00
2041,725090,14739,220,31.0,22000,4.4,33.08,39.92,2017-02-19 10:00:00
2042,725090,14739,220,46.0,4877,5.0,33.08,41.0,2017-02-19 11:00:00
2043,725090,14739,220,51.0,4267,5.0,33.98,41.0,2017-02-19 12:00:00
2045,725090,14739,220,41.0,4267,6.1,35.06,42.980000000000004,2017-02-19 13:00:00
2046,725090,14739,230,51.0,4267,7.8,35.96,46.04,2017-02-19 14:00:00
2047,725090,14739,240,51.0,4267,10.6,35.96,51.08,2017-02-19 15:00:00
2049,725090,14739,240,46.0,6706,11.7,35.96,53.06,2017-02-19 16:00:00
2050,725090,14739,240,62.0,6096,12.2,35.06,53.96,2017-02-19 17:00:00
2051,725090,14739,250,98.0,6096,13.3,33.98,55.94,2017-02-19 18:00:00
2053,725090,14739,240,57.0,6096,13.3,33.08,55.94,2017-02-19 19:00:00
2054,725090,14739,260,77.0,7620,15.0,30.92,59.0,2017-02-19 20:00:00
2055,725090,14739,270,62.0,22000,15.0,30.92,59.0,2017-02-19 21:00:00
2057,725090,14739,300,41.0,22000,14.4,30.02,57.92,2017-02-19 22:00:00
2058,725090,14739,280,31.0,22000,13.3,30.92,55.94,2017-02-19 23:00:00
2059,725090,14739,340,21.0,2286,11.7,32.0,53.06,2017-02-20 00:00:00
2061,725090,14739,290,36.0,2286,11.7,32.0,53.06,2017-02-20 01:00:00
2062,725090,14739,300,31.0,2286,10.0,33.08,50.0,2017-02-20 02:00:00
2063,725090,14739,280,46.0,2134,10.6,32.0,51.08,2017-02-20 03:00:00
2065,725090,14739,330,36.0,1981,9.4,33.08,48.92,2017-02-20 04:00:00
2066,725090,14739,330,31.0,1981,8.9,32.0,48.02,2017-02-20 05:00:00
2068,725090,14739,310,31.0,1829,8.3,30.92,46.94,2017-02-20 06:00:00
2070,725090,14739,320,51.0,1829,7.8,30.02,46.04,2017-02-20 07:00:00
2071,725090,14739,350,41.0,22000,7.2,28.94,44.96,2017-02-20 08:00:00
2072,725090,14739,350,51.0,22000,6.1,28.94,42.980000000000004,2017-02-20 09:00:00
2074,725090,14739,340,41.0,22000,5.0,28.04,41.0,2017-02-20 10:00:00
2075,725090,14739,330,51.0,22000,3.9,24.98,39.02,2017-02-20 11:00:00
2076,725090,14739,310,51.0,22000,3.3,24.08,37.94,2017-02-20 12:00:00
2078,725090,14739,320,57.0,22000,3.9,24.08,39.02,2017-02-20 13:00:00
2079,725090,14739,320,67.0,22000,4.4,23.0,39.92,2017-02-20 14:00:00
2080,725090,14739,330,51.0,22000,5.0,23.0,41.0,2017-02-20 15:00:00
2082,725090,14739,10,41.0,22000,5.0,23.0,41.0,2017-02-20 16:00:00
2083,725090,14739,310,41.0,22000,5.6,21.02,42.08,2017-02-20 17:00:00
2084,725090,14739,300,62.0,22000,6.1,19.939999999999998,42.980000000000004,2017-02-20 18:00:00
2086,725090,14739,310,67.0,22000,6.7,17.96,44.06,2017-02-20 19:00:00
2087,725090,14739,330,57.0,22000,6.1,15.979999999999997,42.980000000000004,2017-02-20 20:00:00
2088,725090,14739,360,72.0,22000,6.1,15.079999999999998,42.980000000000004,2017-02-20 21:00:00
2090,725090,14739,330,57.0,22000,5.6,15.079999999999998,42.08,2017-02-20 22:00:00
2091,725090,14739,330,46.0,22000,5.0,15.979999999999997,41.0,2017-02-20 23:00:00
2092,725090,14739,320,51.0,22000,4.4,15.079999999999998,39.92,2017-02-21 00:00:00
2094,725090,14739,340,41.0,22000,3.3,15.079999999999998,37.94,2017-02-21 01:00:00
2095,725090,14739,330,41.0,22000,2.8,15.079999999999998,37.04,2017-02-21 02:00:00
2096,725090,14739,320,46.0,22000,2.8,15.079999999999998,37.04,2017-02-21 03:00:00
2098,725090,14739,320,46.0,22000,1.7,15.079999999999998,35.06,2017-02-21 04:00:00
2099,725090,14739,330,36.0,22000,0.6,15.079999999999998,33.08,2017-02-21 05:00:00
2101,725090,14739,330,36.0,22000,0.0,15.979999999999997,32.0,2017-02-21 06:00:00
2103,725090,14739,340,31.0,22000,-0.6,15.979999999999997,30.92,2017-02-21 07:00:00
2104,725090,14739,340,31.0,22000,-0.6,15.079999999999998,30.92,2017-02-21 08:00:00
2105,725090,14739,320,31.0,22000,-0.6,15.979999999999997,30.92,2017-02-21 09:00:00
2107,725090,14739,330,31.0,22000,-1.1,15.079999999999998,30.02,2017-02-21 10:00:00
2108,725090,14739,320,36.0,22000,-0.6,15.079999999999998,30.92,2017-02-21 11:00:00
2109,725090,14739,330,31.0,22000,-1.1,15.079999999999998,30.02,2017-02-21 12:00:00
2111,725090,14739,320,31.0,22000,0.6,17.06,33.08,2017-02-21 13:00:00
2112,725090,14739,340,26.0,22000,2.2,19.04,35.96,2017-02-21 14:00:00
2113,725090,14739,70,36.0,22000,3.3,23.0,37.94,2017-02-21 15:00:00
2115,725090,14739,60,31.0,22000,3.9,26.060000000000002,39.02,2017-02-21 16:00:00
2116,725090,14739,140,21.0,22000,3.9,26.96,39.02,2017-02-21 17:00:00
2117,725090,14739,120,41.0,7620,3.9,28.04,39.02,2017-02-21 18:00:00
2119,725090,14739,90,62.0,7620,3.9,26.96,39.02,2017-02-21 19:00:00
2120,725090,14739,100,62.0,7620,3.3,26.96,37.94,2017-02-21 20:00:00
2121,725090,14739,110,62.0,4267,3.3,28.04,37.94,2017-02-21 21:00:00
2123,725090,14739,130,46.0,4267,3.3,28.94,37.94,2017-02-21 22:00:00
2124,725090,14739,140,46.0,4267,2.8,28.94,37.04,2017-02-21 23:00:00
2125,725090,14739,130,41.0,4267,3.3,28.94,37.94,2017-02-22 00:00:00
2127,725090,14739,210,46.0,4267,3.9,26.96,39.02,2017-02-22 01:00:00
2128,725090,14739,190,46.0,4267,3.3,26.96,37.94,2017-02-22 02:00:00
2129,725090,14739,200,46.0,4572,3.3,28.04,37.94,2017-02-22 03:00:00
2131,725090,14739,210,57.0,3962,3.3,28.94,37.94,2017-02-22 04:00:00
2132,725090,14739,210,46.0,3962,3.3,30.02,37.94,2017-02-22 05:00:00
2134,725090,14739,210,51.0,3962,3.3,30.92,37.94,2017-02-22 06:00:00
2136,725090,14739,220,46.0,4267,3.3,32.0,37.94,2017-02-22 07:00:00
2137,725090,14739,220,51.0,3048,3.3,32.0,37.94,2017-02-22 08:00:00
2138,725090,14739,220,62.0,2438,3.9,32.0,39.02,2017-02-22 09:00:00
2140,725090,14739,230,51.0,1341,3.9,33.08,39.02,2017-02-22 10:00:00
2141,725090,14739,240,41.0,1341,3.9,33.08,39.02,2017-02-22 11:00:00
2142,725090,14739,220,41.0,1006,4.4,33.98,39.92,2017-02-22 12:00:00
2144,725090,14739,230,51.0,914,5.0,33.98,41.0,2017-02-22 13:00:00
2145,725090,14739,250,31.0,2134,6.1,33.98,42.980000000000004,2017-02-22 14:00:00
2146,725090,14739,270,26.0,22000,7.2,35.06,44.96,2017-02-22 15:00:00
2148,725090,14739,270,36.0,7620,8.9,35.06,48.02,2017-02-22 16:00:00
2149,725090,14739,240,15.0,7620,11.1,35.96,51.98,2017-02-22 17:00:00
2150,725090,14739,260,26.0,7620,12.8,37.04,55.04,2017-02-22 18:00:00
2152,725090,14739,140,31.0,7620,12.2,37.94,53.96,2017-02-22 19:00:00
2153,725090,14739,100,51.0,7620,10.0,37.94,50.0,2017-02-22 20:00:00
2154,725090,14739,70,36.0,22000,8.3,37.94,46.94,2017-02-22 21:00:00
2156,725090,14739,80,21.0,22000,7.2,37.94,44.96,2017-02-22 22:00:00
2157,725090,14739,60,36.0,22000,6.1,37.04,42.980000000000004,2017-02-22 23:00:00
2158,725090,14739,90,31.0,22000,5.6,37.04,42.08,2017-02-23 00:00:00
2160,725090,14739,70,21.0,22000,5.0,37.94,41.0,2017-02-23 01:00:00
2161,725090,14739,80,15.0,22000,4.4,37.94,39.92,2017-02-23 02:00:00
2162,725090,14739,200,26.0,22000,5.0,37.94,41.0,2017-02-23 03:00:00
2164,725090,14739,170,26.0,22000,5.0,37.04,41.0,2017-02-23 04:00:00
2165,725090,14739,190,31.0,22000,5.0,37.04,41.0,2017-02-23 05:00:00
2167,725090,14739,210,21.0,2438,5.0,37.94,41.0,2017-02-23 06:00:00
2169,725090,14739,190,21.0,2743,5.6,37.94,42.08,2017-02-23 07:00:00
2170,725090,14739,210,41.0,3048,6.1,37.94,42.980000000000004,2017-02-23 08:00:00
2171,725090,14739,999,0.0,3048,5.0,37.04,41.0,2017-02-23 09:00:00
2173,725090,14739,220,36.0,22000,4.4,37.04,39.92,2017-02-23 10:00:00
2174,725090,14739,200,41.0,22000,5.0,37.04,41.0,2017-02-23 11:00:00
2175,725090,14739,160,26.0,3353,3.9,37.94,39.02,2017-02-23 12:00:00
2177,725090,14739,170,26.0,22000,5.6,39.92,42.08,2017-02-23 13:00:00
2178,725090,14739,180,31.0,22000,7.2,39.92,44.96,2017-02-23 14:00:00
2179,725090,14739,180,31.0,22000,11.7,42.980000000000004,53.06,2017-02-23 15:00:00
2181,725090,14739,190,51.0,22000,15.6,44.06,60.08,2017-02-23 16:00:00
2182,725090,14739,180,51.0,22000,17.2,46.04,62.959999999999994,2017-02-23 17:00:00
2183,725090,14739,200,72.0,22000,18.9,44.96,66.02,2017-02-23 18:00:00
2185,725090,14739,230,93.0,22000,19.4,44.96,66.92,2017-02-23 19:00:00
2186,725090,14739,220,93.0,22000,20.0,48.92,68.0,2017-02-23 20:00:00
2187,725090,14739,200,72.0,22000,18.3,51.08,64.94,2017-02-23 21:00:00
2189,725090,14739,200,67.0,22000,16.7,50.0,62.059999999999995,2017-02-23 22:00:00
2190,725090,14739,210,88.0,22000,14.4,51.08,57.92,2017-02-23 23:00:00
2191,725090,14739,220,88.0,22000,13.9,50.0,57.02,2017-02-24 00:00:00
2193,725090,14739,210,82.0,22000,12.2,48.92,53.96,2017-02-24 01:00:00
2194,725090,14739,230,82.0,22000,11.7,48.92,53.06,2017-02-24 02:00:00
2195,725090,14739,220,77.0,22000,11.1,48.92,51.98,2017-02-24 03:00:00
2197,725090,14739,220,82.0,22000,11.1,48.92,51.98,2017-02-24 04:00:00
2198,725090,14739,230,57.0,22000,11.7,50.0,53.06,2017-02-24 05:00:00
2200,725090,14739,230,36.0,22000,10.6,48.92,51.08,2017-02-24 06:00:00
2202,725090,14739,220,41.0,22000,10.0,48.02,50.0,2017-02-24 07:00:00
2203,725090,14739,210,31.0,22000,9.4,48.02,48.92,2017-02-24 08:00:00
2204,725090,14739,999,0.0,22000,8.3,46.94,46.94,2017-02-24 09:00:00
2206,725090,14739,999,21.0,3658,10.0,48.02,50.0,2017-02-24 10:00:00
2207,725090,14739,170,26.0,3048,8.9,46.94,48.02,2017-02-24 11:00:00
2208,725090,14739,140,21.0,6706,7.8,44.96,46.04,2017-02-24 12:00:00
2210,725090,14739,150,26.0,6706,9.4,46.94,48.92,2017-02-24 13:00:00
2211,725090,14739,190,46.0,8534,13.3,50.0,55.94,2017-02-24 14:00:00
2212,725090,14739,180,46.0,5791,15.0,51.08,59.0,2017-02-24 15:00:00
2214,725090,14739,190,51.0,3658,18.3,53.06,64.94,2017-02-24 16:00:00
2215,725090,14739,200,51.0,3658,19.4,53.96,66.92,2017-02-24 17:00:00
2216,725090,14739,200,88.0,5486,21.7,53.96,71.06,2017-02-24 18:00:00
2218,725090,14739,210,103.0,22000,22.2,51.08,71.96,2017-02-24 19:00:00
2219,725090,14739,200,93.0,22000,21.7,50.0,71.06,2017-02-24 20:00:00
2220,725090,14739,190,88.0,22000,20.0,51.08,68.0,2017-02-24 21:00:00
2222,725090,14739,190,77.0,22000,17.8,51.98,64.04,2017-02-24 22:00:00
2223,725090,14739,200,77.0,22000,16.7,53.06,62.059999999999995,2017-02-24 23:00:00
2224,725090,14739,190,67.0,22000,15.0,51.98,59.0,2017-02-25 00:00:00
2226,725090,14739,190,51.0,22000,13.9,51.98,57.02,2017-02-25 01:00:00
2227,725090,14739,200,57.0,22000,13.3,53.06,55.94,2017-02-25 02:00:00
2228,725090,14739,200,46.0,22000,12.2,51.98,53.96,2017-02-25 03:00:00
2230,725090,14739,190,46.0,22000,11.1,51.08,51.98,2017-02-25 04:00:00
2231,725090,14739,210,67.0,22000,12.8,53.06,55.04,2017-02-25 05:00:00
2235,725090,14739,190,31.0,213,12.8,53.96,55.04,2017-02-25 06:00:00
2236,725090,14739,180,41.0,213,11.7,53.06,53.06,2017-02-25 07:00:00
2238,725090,14739,180,36.0,274,12.2,53.96,53.96,2017-02-25 08:00:00
2240,725090,14739,170,36.0,1524,11.1,51.98,51.98,2017-02-25 09:00:00
2243,725090,14739,170,36.0,1676,10.6,51.08,51.08,2017-02-25 10:00:00
2244,725090,14739,170,41.0,22000,11.0,51.8,51.8,2017-02-25 11:00:00
2246,725090,14739,190,36.0,22000,10.6,51.08,51.08,2017-02-25 12:00:00
2250,725090,14739,180,51.0,152,11.7,53.06,53.06,2017-02-25 13:00:00
2251,725090,14739,180,41.0,7620,12.8,53.96,55.04,2017-02-25 14:00:00
2253,725090,14739,160,36.0,22000,15.6,55.04,60.08,2017-02-25 15:00:00
2255,725090,14739,160,57.0,22000,17.2,55.04,62.959999999999994,2017-02-25 16:00:00
2256,725090,14739,170,41.0,1006,18.3,55.94,64.94,2017-02-25 17:00:00
2257,725090,14739,170,77.0,1524,19.4,53.96,66.92,2017-02-25 18:00:00
2259,725090,14739,170,72.0,1829,18.9,51.98,66.02,2017-02-25 19:00:00
2260,725090,14739,190,51.0,1524,18.3,53.96,64.94,2017-02-25 20:00:00
2261,725090,14739,180,82.0,1402,16.7,55.94,62.059999999999995,2017-02-25 21:00:00
2263,725090,14739,160,41.0,7620,13.9,51.98,57.02,2017-02-25 22:00:00
2265,725090,14739,140,62.0,396,13.9,55.94,57.02,2017-02-25 23:00:00
2267,725090,14739,170,41.0,244,13.3,55.94,55.94,2017-02-26 00:00:00
2273,725090,14739,170,36.0,213,13.0,55.4,55.4,2017-02-26 01:00:00
2276,725090,14739,170,46.0,152,12.2,53.96,53.96,2017-02-26 02:00:00
2278,725090,14739,200,46.0,213,12.8,55.04,55.04,2017-02-26 03:00:00
2283,725090,14739,280,57.0,305,12.8,53.96,55.04,2017-02-26 04:00:00
2286,725090,14739,300,72.0,1219,9.4,44.06,48.92,2017-02-26 05:00:00
2288,725090,14739,300,88.0,3048,8.3,39.92,46.94,2017-02-26 06:00:00
2290,725090,14739,270,67.0,3353,6.1,37.04,42.980000000000004,2017-02-26 07:00:00
2291,725090,14739,280,77.0,4267,6.1,33.08,42.980000000000004,2017-02-26 08:00:00
2292,725090,14739,280,88.0,1250,5.6,30.92,42.08,2017-02-26 09:00:00
2294,725090,14739,280,88.0,22000,4.4,24.08,39.92,2017-02-26 10:00:00
2295,725090,14739,270,82.0,22000,3.9,24.08,39.02,2017-02-26 11:00:00
2296,725090,14739,270,82.0,1463,3.9,23.0,39.02,2017-02-26 12:00:00
2298,725090,14739,280,82.0,1494,3.3,21.02,37.94,2017-02-26 13:00:00
2299,725090,14739,290,72.0,1524,4.4,19.04,39.92,2017-02-26 14:00:00
2300,725090,14739,290,57.0,22000,5.0,19.939999999999998,41.0,2017-02-26 15:00:00
2302,725090,14739,280,93.0,22000,5.0,21.02,41.0,2017-02-26 16:00:00
2303,725090,14739,290,93.0,22000,5.6,19.04,42.08,2017-02-26 17:00:00
2304,725090,14739,270,77.0,22000,6.1,19.04,42.980000000000004,2017-02-26 18:00:00
2306,725090,14739,270,98.0,22000,5.6,17.06,42.08,2017-02-26 19:00:00
2307,725090,14739,270,88.0,22000,6.1,17.06,42.980000000000004,2017-02-26 20:00:00
2308,725090,14739,270,88.0,22000,5.6,14.0,42.08,2017-02-26 21:00:00
2310,725090,14739,260,93.0,22000,3.9,14.0,39.02,2017-02-26 22:00:00
2311,725090,14739,290,82.0,22000,2.8,14.0,37.04,2017-02-26 23:00:00
2312,725090,14739,270,82.0,22000,2.2,14.0,35.96,2017-02-27 00:00:00
2314,725090,14739,270,82.0,22000,1.7,15.079999999999998,35.06,2017-02-27 01:00:00
2315,725090,14739,270,46.0,22000,1.1,15.079999999999998,33.98,2017-02-27 02:00:00
2316,725090,14739,270,62.0,22000,1.1,15.079999999999998,33.98,2017-02-27 03:00:00
2318,725090,14739,260,51.0,22000,1.1,15.979999999999997,33.98,2017-02-27 04:00:00
2319,725090,14739,230,57.0,22000,0.0,17.06,32.0,2017-02-27 05:00:00
2321,725090,14739,240,46.0,22000,0.0,17.96,32.0,2017-02-27 06:00:00
2323,725090,14739,230,46.0,22000,0.0,19.04,32.0,2017-02-27 07:00:00
2324,725090,14739,220,57.0,22000,-0.6,19.04,30.92,2017-02-27 08:00:00
2325,725090,14739,220,41.0,22000,-1.1,19.04,30.02,2017-02-27 09:00:00
2327,725090,14739,230,67.0,22000,-0.6,19.04,30.92,2017-02-27 10:00:00
2328,725090,14739,230,77.0,22000,-0.6,19.04,30.92,2017-02-27 11:00:00
2329,725090,14739,230,93.0,22000,-0.6,19.04,30.92,2017-02-27 12:00:00
2331,725090,14739,220,93.0,22000,1.1,19.04,33.98,2017-02-27 13:00:00
2332,725090,14739,230,82.0,22000,3.9,19.04,39.02,2017-02-27 14:00:00
2333,725090,14739,230,67.0,22000,6.7,19.939999999999998,44.06,2017-02-27 15:00:00
2335,725090,14739,230,77.0,7620,8.3,19.939999999999998,46.94,2017-02-27 16:00:00
2336,725090,14739,230,62.0,7620,10.0,19.939999999999998,50.0,2017-02-27 17:00:00
2337,725090,14739,250,103.0,7620,10.6,19.04,51.08,2017-02-27 18:00:00
2339,725090,14739,240,103.0,7620,12.2,19.04,53.96,2017-02-27 19:00:00
2340,725090,14739,250,98.0,7620,12.2,15.979999999999997,53.96,2017-02-27 20:00:00
2341,725090,14739,240,103.0,22000,11.7,15.979999999999997,53.06,2017-02-27 21:00:00
2343,725090,14739,240,113.0,22000,11.1,17.06,51.98,2017-02-27 22:00:00
2344,725090,14739,220,103.0,22000,9.4,21.02,48.92,2017-02-27 23:00:00
2345,725090,14739,220,88.0,22000,8.3,24.08,46.94,2017-02-28 00:00:00
2347,725090,14739,220,72.0,22000,7.8,24.98,46.04,2017-02-28 01:00:00
2348,725090,14739,230,57.0,22000,6.7,26.060000000000002,44.06,2017-02-28 02:00:00
2349,725090,14739,220,51.0,22000,6.1,28.04,42.980000000000004,2017-02-28 03:00:00
2351,725090,14739,220,51.0,22000,5.0,30.02,41.0,2017-02-28 04:00:00
2352,725090,14739,230,57.0,22000,4.4,30.92,39.92,2017-02-28 05:00:00
2354,725090,14739,230,57.0,22000,4.4,32.0,39.92,2017-02-28 06:00:00
2356,725090,14739,220,51.0,22000,3.9,32.0,39.02,2017-02-28 07:00:00
2357,725090,14739,230,41.0,2743,4.4,33.08,39.92,2017-02-28 08:00:00
2358,725090,14739,210,46.0,2743,4.4,33.08,39.92,2017-02-28 09:00:00
2360,725090,14739,210,51.0,1981,4.4,33.08,39.92,2017-02-28 10:00:00
2361,725090,14739,220,36.0,2134,4.4,33.08,39.92,2017-02-28 11:00:00
2362,725090,14739,220,15.0,2743,5.6,33.08,42.08,2017-02-28 12:00:00
2364,725090,14739,999,0.0,2438,6.1,33.98,42.980000000000004,2017-02-28 13:00:00
2365,725090,14739,190,26.0,2743,6.1,35.06,42.980000000000004,2017-02-28 14:00:00
2366,725090,14739,180,21.0,2591,7.2,35.06,44.96,2017-02-28 15:00:00
